image_id,filename,folder,label,label_idx,path
img_010,24671073935_f174744d4f_o.jpg,Broken Windows (§ 304.13.1),broken_windows,1,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/ Broken Windows (§ 304.13.1)/24671073935_f174744d4f_o.jpg
img_011,25854982760_e47f09cf3d_o.jpg,Broken Windows (§ 304.13.1),broken_windows,1,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/ Broken Windows (§ 304.13.1)/25854982760_e47f09cf3d_o.jpg
img_012,363504499_6bc007a4a4_n.jpg,Broken Windows (§ 304.13.1),broken_windows,1,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/ Broken Windows (§ 304.13.1)/363504499_6bc007a4a4_n.jpg
img_013,38188099981_dddfb1aece_o.jpg,Broken Windows (§ 304.13.1),broken_windows,1,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/ Broken Windows (§ 304.13.1)/38188099981_dddfb1aece_o.jpg
img_014,4493187673_8518847da4_o.jpg,Broken Windows (§ 304.13.1),broken_windows,1,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/ Broken Windows (§ 304.13.1)/4493187673_8518847da4_o.jpg
img_015,455280210_716d2063e7_o.jpg,Broken Windows (§ 304.13.1),broken_windows,1,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/ Broken Windows (§ 304.13.1)/455280210_716d2063e7_o.jpg
img_016,5398249317_a0fa4c7cd4_o.jpg,Broken Windows (§ 304.13.1),broken_windows,1,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/ Broken Windows (§ 304.13.1)/5398249317_a0fa4c7cd4_o.jpg
img_017,54457799957_4cfa5b5373_o.jpg,Broken Windows (§ 304.13.1),broken_windows,1,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/ Broken Windows (§ 304.13.1)/54457799957_4cfa5b5373_o.jpg
img_018,8004762511_d51d590061_o.jpg,Broken Windows (§ 304.13.1),broken_windows,1,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/ Broken Windows (§ 304.13.1)/8004762511_d51d590061_o.jpg
img_019,850131082_83201a7180_o.jpg,Broken Windows (§ 304.13.1),broken_windows,1,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/ Broken Windows (§ 304.13.1)/850131082_83201a7180_o.jpg
img_020,32921351537_3083a3551d_o.jpg,Damaged - Missing Roof Shingles (§ 304.7),damaged_roof_shingles,2,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Damaged - Missing Roof Shingles (§ 304.7)/32921351537_3083a3551d_o.jpg
img_021,37739844075_42937e37bc_o.jpg,Damaged - Missing Roof Shingles (§ 304.7),damaged_roof_shingles,2,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Damaged - Missing Roof Shingles (§ 304.7)/37739844075_42937e37bc_o.jpg
img_022,40808231755_30c73a2116_o.jpg,Damaged - Missing Roof Shingles (§ 304.7),damaged_roof_shingles,2,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Damaged - Missing Roof Shingles (§ 304.7)/40808231755_30c73a2116_o.jpg
img_023,49042674447_309ae61f39_o.jpg,Damaged - Missing Roof Shingles (§ 304.7),damaged_roof_shingles,2,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Damaged - Missing Roof Shingles (§ 304.7)/49042674447_309ae61f39_o.jpg
img_024,4976126174_f8beecb4d2_o.jpg,Damaged - Missing Roof Shingles (§ 304.7),damaged_roof_shingles,2,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Damaged - Missing Roof Shingles (§ 304.7)/4976126174_f8beecb4d2_o.jpg
img_025,54457799957_4cfa5b5373_o.jpg,Damaged - Missing Roof Shingles (§ 304.7),damaged_roof_shingles,2,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Damaged - Missing Roof Shingles (§ 304.7)/54457799957_4cfa5b5373_o.jpg
img_026,6999477818_77a5d28290_o.jpg,Damaged - Missing Roof Shingles (§ 304.7),damaged_roof_shingles,2,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Damaged - Missing Roof Shingles (§ 304.7)/6999477818_77a5d28290_o.jpg
img_027,4091539600_3f855083ee_o.jpg,Deteriorating Chimney (§ 304.11),deteriorating_chimney,3,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Deteriorating Chimney (§ 304.11)/4091539600_3f855083ee_o.jpg
img_028,435392385_cdb211f6de_o.jpg,Deteriorating Chimney (§ 304.11),deteriorating_chimney,3,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Deteriorating Chimney (§ 304.11)/435392385_cdb211f6de_o.jpg
img_029,6134532245_3d70ff03ec_o.jpg,Deteriorating Chimney (§ 304.11),deteriorating_chimney,3,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Deteriorating Chimney (§ 304.11)/6134532245_3d70ff03ec_o.jpg
img_030,16397396584_bc36463347_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/16397396584_bc36463347_o.jpg
img_031,247380145_6d05d91f0b_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/247380145_6d05d91f0b_o.jpg
img_032,2592631312_7f42dfcea0_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/2592631312_7f42dfcea0_o.jpg
img_033,27776386447_edea96f377_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/27776386447_edea96f377_o.jpg
img_034,29952663650_d13a65a9e9_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/29952663650_d13a65a9e9_o.jpg
img_035,31463505490_af4135192b_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/31463505490_af4135192b_o.jpg
img_036,3568516183_be1c236e94_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/3568516183_be1c236e94_o.jpg
img_037,3569313260_d4d32cde80_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/3569313260_d4d32cde80_o.jpg
img_038,37739844075_42937e37bc_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/37739844075_42937e37bc_o.jpg
img_039,45695414514_28b4995bce_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/45695414514_28b4995bce_o.jpg
img_040,4635821960_fc4dc158c7_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/4635821960_fc4dc158c7_o.jpg
img_041,54445643368_72be35476e_o.jpg,Graffiti (§ 302.9),graffiti,4,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Graffiti (§ 302.9)/54445643368_72be35476e_o.jpg
img_042,39938730033_dcc6cc8b76_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/39938730033_dcc6cc8b76_o.jpg
img_043,48111071072_5806de6820_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/48111071072_5806de6820_o.jpg
img_044,5109703943_1292667109_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/5109703943_1292667109_o.jpg
img_045,5124894445_bd4b0e81fc_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/5124894445_bd4b0e81fc_o.jpg
img_046,5139270078_fbcb826108_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/5139270078_fbcb826108_o.jpg
img_047,5153225026_4980d75702_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/5153225026_4980d75702_o.jpg
img_048,5168976494_56714c27cb_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/5168976494_56714c27cb_o.jpg
img_049,5186166245_b6ebbf8bce_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/5186166245_b6ebbf8bce_o.jpg
img_050,5664002297_1b7681401e_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/5664002297_1b7681401e_o.jpg
img_051,5672419916_53a041d998_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/5672419916_53a041d998_o.jpg
img_052,5679345216_73325ba5b0_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/5679345216_73325ba5b0_o.jpg
img_053,5709177199_2ac4f3b3f9_o.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/5709177199_2ac4f3b3f9_o.jpg
img_054,Abandoned_near_the_Oregon_Badlands_Wilderness_area.jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/Abandoned_near_the_Oregon_Badlands_Wilderness_area.jpg
img_055,Jowett_Javelin_(14194974432).jpg,Inoperable - Unlicensed Vehicles (§ 302.8),inoperable_vehicle,5,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Inoperable - Unlicensed Vehicles (§ 302.8)/Jowett_Javelin_(14194974432).jpg
img_056,122139596_8466bea9d0_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/122139596_8466bea9d0_o.jpg
img_057,16274426734_1746c12acc_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/16274426734_1746c12acc_o.jpg
img_058,21439367086_248dc7c896_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/21439367086_248dc7c896_o.jpg
img_059,2215956648_2e4b5fdee2_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/2215956648_2e4b5fdee2_o.jpg
img_060,2333357776_c5c161b866_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/2333357776_c5c161b866_o.jpg
img_061,2907470338_eee5f50723_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/2907470338_eee5f50723_o.jpg
img_062,294861893_16ea8324e8_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/294861893_16ea8324e8_o.jpg
img_063,3532954480_765896c634_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/3532954480_765896c634_o.jpg
img_064,3709418091_2d34acd7c4_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/3709418091_2d34acd7c4_o.jpg
img_065,513829389_af854f4db0_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/513829389_af854f4db0_o.jpg
img_066,54226951064_e57d1d2ec4_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/54226951064_e57d1d2ec4_o.jpg
img_067,6197875749_716bd08a03_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/6197875749_716bd08a03_o.jpg
img_068,7527630_9e3650dcda_o.jpg,Junk - Debris - Trash Accumulation (§ 302.1 - 308.1),junk_trash_accumulation,6,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Junk - Debris - Trash Accumulation (§ 302.1 - 308.1)/7527630_9e3650dcda_o.jpg
img_069,11011132176_2d7343ae6a_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/11011132176_2d7343ae6a_o.jpg
img_070,2333357776_c5c161b866_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/2333357776_c5c161b866_o.jpg
img_071,23976514_ffb6b2cca1_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/23976514_ffb6b2cca1_o.jpg
img_072,3586300221_f55404b09a_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/3586300221_f55404b09a_o.jpg
img_073,37739844075_42937e37bc_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/37739844075_42937e37bc_o.jpg
img_074,4877300842_a88ec6abe8_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/4877300842_a88ec6abe8_o.jpg
img_075,5109703943_1292667109_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/5109703943_1292667109_o.jpg
img_076,5124894445_bd4b0e81fc_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/5124894445_bd4b0e81fc_o.jpg
img_077,5139270078_fbcb826108_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/5139270078_fbcb826108_o.jpg
img_078,5168976494_56714c27cb_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/5168976494_56714c27cb_o.jpg
img_079,5186166245_b6ebbf8bce_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/5186166245_b6ebbf8bce_o.jpg
img_080,52224330366_ba431f11b0_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/52224330366_ba431f11b0_o.jpg
img_081,53237358137_96581e5638_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/53237358137_96581e5638_o.jpg
img_082,5672419916_53a041d998_o.jpg,Long Grass - Overgrown Vegetation (§ 302.4),overgrown_vegetation,7,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Long Grass - Overgrown Vegetation (§ 302.4)/5672419916_53a041d998_o.jpg
img_083,25360098839_44eb174b46_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/25360098839_44eb174b46_o.jpg
img_084,29189165741_2475b03a08_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/29189165741_2475b03a08_o.jpg
img_085,2919214824_1528dfed1c_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/2919214824_1528dfed1c_o.jpg
img_086,29872869832_cf8a4aff73_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/29872869832_cf8a4aff73_o.jpg
img_087,3043951389_3319e2b29e_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/3043951389_3319e2b29e_o.jpg
img_088,30858984415_140ba13a91_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/30858984415_140ba13a91_o.jpg
img_089,3268048813_53e1ee7326_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/3268048813_53e1ee7326_o.jpg
img_090,51248952272_0f940f9d8c_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/51248952272_0f940f9d8c_o.jpg
img_091,6181101649_5ed6774316_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/6181101649_5ed6774316_o.jpg
img_092,6774552928_4529116172_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/6774552928_4529116172_o.jpg
img_093,7188286167_69698631fb_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/7188286167_69698631fb_o.jpg
img_094,8212123020_5b2f3ebd9e_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/8212123020_5b2f3ebd9e_o.jpg
img_095,9855521834_e18351d912_o.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/9855521834_e18351d912_o.jpg
img_096,PEELING_PAINT_ON_THIS_NEPTUNE_ROAD_HOUSE_TYPIFIES_NEGLECT_OF_EXTERIOR_HOME_MAINTENANCE_BY_RESIDENTS_OF_THIS..._-_NARA_-_549289.tif.jpg,Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/PEELING_PAINT_ON_THIS_NEPTUNE_ROAD_HOUSE_TYPIFIES_NEGLECT_OF_EXTERIOR_HOME_MAINTENANCE_BY_RESIDENTS_OF_THIS..._-_NARA_-_549289.tif.jpg
img_097,"San_Francisco_(CA,_USA),_Alcatraz,_Electric_Shop_--_2022_--_3094.jpg",Peeling - Deteriorating Exterior Paint (§ 304.2),peeling_paint,8,"/Users/lichihao/Workspaces/courses/INST623/FinalProject/data/client-data/Peeling - Deteriorating Exterior Paint (§ 304.2)/San_Francisco_(CA,_USA),_Alcatraz,_Electric_Shop_--_2022_--_3094.jpg"
